artist_name,track_name,genres,followers,popularity,duration,release_date,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
Nicki Minaj,Tusa,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",27798991,74,201.92,2021-03-26,0.799,0.701,0.282,0.309,7.36e-05,0.0514,0.607,100.946,hip hop
Nicki Minaj,Beauty And A Beat,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",27798991,57,226.613,2020-05-22,0.587,0.82,0.0668,0.0011,7.36e-06,0.131,0.578,127.976,hip hop
Nicki Minaj,Bang Bang,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",27798991,79,199.386,2014-10-14,0.706,0.786,0.091,0.26,0.0,0.38,0.751,150.028,hip hop
Nicki Minaj,Super Bass,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",27798991,79,200.013,2010-11-22,0.723,0.86,0.203,0.271,4.56e-06,0.598,0.667,126.979,hip hop
Nicki Minaj,Swalla (feat. Nicki Minaj & Ty Dolla $ign),"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",27798991,75,216.408,2017-02-23,0.696,0.817,0.109,0.075,0.0,0.187,0.782,98.064,hip hop
Nicki Minaj,Only,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",27798991,71,312.026,2014-12-15,0.573,0.495,0.592,0.405,0.0,0.0969,0.255,179.196,hip hop
Nicki Minaj,Anaconda,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",27798991,67,260.24,2014-12-15,0.964,0.605,0.179,0.0668,7.78e-06,0.214,0.646,129.994,hip hop
Mac Miller,The Spins,"['hip hop', 'pittsburgh rap', 'rap']",8777529,72,195.873,2010-08-13,0.794,0.766,0.0377,0.0135,0.0,0.0785,0.55,127.006,hip hop
Mac Miller,Love Lost,"['hip hop', 'pittsburgh rap', 'rap']",8777529,71,162.875,2022-07-22,0.735,0.812,0.151,0.528,0.0,0.186,0.584,109.829,hip hop
Mac Miller,Small Worlds,"['hip hop', 'pittsburgh rap', 'rap']",8777529,78,271.733,2018-08-03,0.516,0.546,0.249,0.814,4.5e-06,0.0995,0.515,78.267,hip hop
Mac Miller,Self Care,"['hip hop', 'pittsburgh rap', 'rap']",8777529,78,345.133,2018-08-03,0.52,0.538,0.206,0.367,0.00187,0.119,0.177,141.894,hip hop
Mac Miller,Congratulations (feat. Bilal),"['hip hop', 'pittsburgh rap', 'rap']",8777529,78,256.426,2016-09-16,0.465,0.225,0.0455,0.948,0.00155,0.18,0.207,57.75,hip hop
Mac Miller,Weekend (feat. Miguel),"['hip hop', 'pittsburgh rap', 'rap']",8777529,77,208.08,2015-09-18,0.843,0.435,0.178,0.47,0.0,0.147,0.19,120.058,hip hop
Mac Miller,Good News,"['hip hop', 'pittsburgh rap', 'rap']",8777529,74,342.04,2020-01-17,0.794,0.32,0.173,0.853,0.134,0.112,0.241,174.088,hip hop
Mac Miller,Blue World,"['hip hop', 'pittsburgh rap', 'rap']",8777529,74,209.44,2020-01-17,0.742,0.553,0.419,0.389,0.0,0.0694,0.508,84.931,hip hop
Mac Miller,Come Back to Earth,"['hip hop', 'pittsburgh rap', 'rap']",8777529,74,161.84,2018-08-03,0.272,0.238,0.0349,0.89,0.00925,0.275,0.119,83.507,hip hop
Mac Miller,Nikes on My Feet,"['hip hop', 'pittsburgh rap', 'rap']",8777529,64,164.631,2010-08-13,0.801,0.57,0.265,0.559,0.0,0.111,0.565,92.058,hip hop
Playboi Carti,Sky,"['atl hip hop', 'hip hop', 'plugg', 'pluggnb', 'rap']",7869966,82,193.234,2020-12-25,0.785,0.903,0.21,0.258,0.0,0.169,0.565,139.98,hip hop
Playboi Carti,Miss The Rage (feat. Playboi Carti),"['atl hip hop', 'hip hop', 'plugg', 'pluggnb', 'rap']",7869966,74,236.883,2021-08-21,0.581,0.877,0.114,0.0151,0.0,0.826,0.353,77.006,hip hop
Playboi Carti,Magnolia,"['atl hip hop', 'hip hop', 'plugg', 'pluggnb', 'rap']",7869966,79,181.812,2017-04-14,0.791,0.582,0.286,0.0114,0.0,0.35,0.443,162.991,hip hop
Playboi Carti,Vamp Anthem,"['atl hip hop', 'hip hop', 'plugg', 'pluggnb', 'rap']",7869966,78,124.093,2020-12-25,0.642,0.69,0.261,0.00599,1.3e-06,0.322,0.641,164.075,hip hop
Playboi Carti,Shoota (feat. Lil Uzi Vert),"['atl hip hop', 'hip hop', 'plugg', 'pluggnb', 'rap']",7869966,78,153.8,2018-05-11,0.673,0.649,0.196,0.188,0.0,0.122,0.47,153.075,hip hop
Playboi Carti,ILoveUIHateU,"['atl hip hop', 'hip hop', 'plugg', 'pluggnb', 'rap']",7869966,77,135.122,2020-12-25,0.684,0.693,0.0339,0.00534,0.0,0.506,0.108,134.988,hip hop
Playboi Carti,Location,"['atl hip hop', 'hip hop', 'plugg', 'pluggnb', 'rap']",7869966,77,168.783,2017-04-14,0.717,0.79,0.2,0.33,0.000125,0.518,0.371,125.985,hip hop
Playboi Carti,R.I.P.,"['atl hip hop', 'hip hop', 'plugg', 'pluggnb', 'rap']",7869966,77,192.026,2018-05-11,0.725,0.725,0.159,0.0119,0.0,0.086,0.515,140.003,hip hop
Playboi Carti,Fell In Luv (feat. Bryson Tiller),"['atl hip hop', 'hip hop', 'plugg', 'pluggnb', 'rap']",7869966,77,206.333,2018-05-11,0.657,0.668,0.136,0.0273,0.0,0.32,0.227,162.997,hip hop
Playboi Carti,Long Time - Intro,"['atl hip hop', 'hip hop', 'plugg', 'pluggnb', 'rap']",7869966,74,211.773,2018-05-11,0.472,0.861,0.0447,0.283,0.0,0.83,0.358,144.077,hip hop
Young Thug,Trance (with Travis Scott & Young Thug),"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",8133163,88,194.786,2022-12-02,0.571,0.549,0.404,0.18,0.0,0.168,0.447,119.497,hip hop
Young Thug,Go Crazy,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",8133163,77,176.96,2020-05-08,0.755,0.578,0.145,0.316,0.0,0.25,0.581,94.148,hip hop
Young Thug,Way 2 Sexy (with Future & Young Thug),"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",8133163,77,257.604,2021-09-03,0.803,0.597,0.141,0.000619,4.5e-06,0.323,0.331,136.008,hip hop
Young Thug,Metro Spider (with Young Thug),"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",8133163,75,174.56,2022-12-02,0.709,0.734,0.125,0.0411,0.0,0.346,0.245,143.087,hip hop
Young Thug,Potion (with Dua Lipa & Young Thug),"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",8133163,66,215.215,2022-08-05,0.824,0.697,0.0473,0.158,4.11e-05,0.0751,0.757,99.987,hip hop
Young Thug,pick up the phone,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",8133163,70,252.262,2016-06-03,0.706,0.716,0.0768,0.115,0.0,0.316,0.459,136.904,hip hop
Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",8133163,71,279.906,2019-12-20,0.845,0.631,0.216,0.188,0.0,0.0806,0.545,111.983,hip hop
Young Thug,The London (feat. J. Cole & Travis Scott),"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",8133163,67,200.186,2019-08-16,0.784,0.517,0.209,0.0249,1.44e-06,0.155,0.206,97.991,hip hop
Young Thug,Solid (feat. Drake),"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",8133163,72,215.693,2021-04-16,0.887,0.485,0.2,0.0392,0.0,0.141,0.328,125.987,hip hop
Young Thug,Hot (feat. Gunna),"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",8133163,72,193.026,2019-08-16,0.855,0.651,0.235,0.063,0.0,0.0772,0.559,111.997,hip hop
JAY-Z,Ni**as In Paris,"['east coast hip hop', 'hip hop', 'rap']",8259487,84,219.333,2011-08-08,0.789,0.858,0.311,0.127,0.0,0.349,0.775,140.022,hip hop
JAY-Z,Empire State Of Mind,"['east coast hip hop', 'hip hop', 'rap']",8259487,83,276.92,2009-09-08,0.491,0.956,0.392,0.0295,0.0,0.46,0.811,173.585,hip hop
JAY-Z,Run This Town,"['east coast hip hop', 'hip hop', 'rap']",8259487,81,267.52,2009-09-08,0.632,0.924,0.29,0.281,0.0,0.263,0.441,86.844,hip hop
JAY-Z,Numb / Encore,"['east coast hip hop', 'hip hop', 'rap']",8259487,79,205.733,2004-11-30,0.687,0.793,0.166,0.0603,0.0,0.582,0.751,107.045,hip hop
JAY-Z,Why I Love You,"['east coast hip hop', 'hip hop', 'rap']",8259487,77,201.373,2011-08-08,0.48,0.808,0.0423,0.0259,0.0,0.269,0.37,123.387,hip hop
JAY-Z,No Church In The Wild,"['east coast hip hop', 'hip hop', 'rap']",8259487,74,272.506,2011-08-08,0.654,0.75,0.105,0.246,0.0178,0.167,0.557,92.78,hip hop
JAY-Z,Gotta Have It,"['east coast hip hop', 'hip hop', 'rap']",8259487,72,140.746,2011-08-08,0.74,0.574,0.245,0.411,0.0,0.262,0.33,149.762,hip hop
JAY-Z,4:44,"['east coast hip hop', 'hip hop', 'rap']",8259487,72,284.493,2017-07-07,0.261,0.852,0.158,0.139,4.26e-05,0.477,0.431,177.997,hip hop
JAY-Z,Otis,"['east coast hip hop', 'hip hop', 'rap']",8259487,71,178.213,2011-08-08,0.754,0.631,0.307,0.552,0.0,0.5,0.432,94.577,hip hop
JAY-Z,03' Bonnie & Clyde,"['east coast hip hop', 'hip hop', 'rap']",8259487,71,205.56,2002-11-12,0.759,0.678,0.314,0.23,0.0,0.15,0.327,89.64,hip hop
Lil Durk,Laugh Now Cry Later (feat. Lil Durk),"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5329360,79,261.492,2020-08-14,0.761,0.518,0.134,0.244,3.47e-05,0.107,0.522,133.976,hip hop
Lil Durk,Broadway Girls (feat. Morgan Wallen),"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5329360,72,185.6,2022-03-10,0.659,0.745,0.0347,0.0417,0.0,0.296,0.54,74.967,hip hop
Lil Durk,Mad Max,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5329360,75,153.6,2022-12-16,0.898,0.64,0.255,0.0212,0.0,0.0919,0.68,149.988,hip hop
Lil Durk,3 Headed Goat (feat. Lil Baby & Polo G),"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5329360,75,169.531,2020-05-08,0.846,0.48,0.359,0.269,0.0,0.0989,0.419,143.029,hip hop
Lil Durk,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5329360,70,279.573,2021-12-03,0.748,0.713,0.355,0.00496,0.0,0.245,0.482,75.591,hip hop
Lil Durk,Leave The Club (feat. Lil Durk & GloRilla),"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5329360,67,222.386,2023-02-24,0.499,0.734,0.0994,0.219,0.0,0.207,0.322,104.97,hip hop
Lil Durk,Hanging With Wolves,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5329360,72,205.893,2022-12-09,0.823,0.636,0.0612,0.0168,0.0,0.108,0.5,151.978,hip hop
Lil Durk,What Happened To Virgil (feat. Gunna),"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5329360,72,181.393,2022-03-11,0.795,0.526,0.204,0.067,2e-06,0.134,0.194,140.037,hip hop
Lil Durk,Hot Shit (feat. Ye & Lil Durk),"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5329360,71,211.649,2022-07-01,0.878,0.685,0.225,0.00152,0.0,0.0753,0.523,157.003,hip hop
Lil Durk,Sharing Locations (feat. Lil Baby & Lil Durk),"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",5329360,64,161.052,2021-10-01,0.681,0.63,0.0385,0.00383,0.0,0.139,0.183,151.951,hip hop
Kodak Black,Drowning (feat. Kodak Black),"['florida drill', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9146103,79,209.269,2017-09-29,0.839,0.81,0.0568,0.501,0.0,0.117,0.814,129.014,hip hop
Kodak Black,Wake Up in the Sky,"['florida drill', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9146103,71,203.161,2018-12-07,0.8,0.578,0.0485,0.00381,0.0,0.367,0.367,143.01,hip hop
Kodak Black,Super Gremlin,"['florida drill', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9146103,73,200.547,2022-02-25,0.825,0.414,0.144,0.00265,0.0,0.357,0.106,72.993,hip hop
Kodak Black,ZEZE (feat. Travis Scott & Offset),"['florida drill', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9146103,76,228.759,2018-12-14,0.861,0.603,0.176,0.0521,0.0,0.0924,0.504,98.043,hip hop
Kodak Black,No Flockin',"['florida drill', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9146103,75,165.29,2015-11-13,0.943,0.595,0.191,0.0673,0.0,0.0839,0.815,117.532,hip hop
Kodak Black,Transportin',"['florida drill', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9146103,74,169.344,2017-08-18,0.804,0.66,0.0726,0.0319,0.0,0.103,0.257,94.053,hip hop
Kodak Black,King Snipe,"['florida drill', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9146103,73,214.593,2023-01-13,0.818,0.526,0.277,0.0103,0.0,0.146,0.531,125.061,hip hop
Kodak Black,Roll in Peace (feat. XXXTENTACION),"['florida drill', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9146103,73,213.132,2017-08-18,0.747,0.524,0.245,0.0306,0.0,0.2,0.363,140.053,hip hop
Kodak Black,Love & War,"['florida drill', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9146103,73,239.146,2022-02-25,0.762,0.649,0.0527,0.58,1.7e-05,0.0971,0.501,145.09,hip hop
Kodak Black,Silent Hill,"['florida drill', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",9146103,73,220.779,2022-05-13,0.907,0.577,0.0767,0.438,3.19e-05,0.137,0.801,140.07,hip hop
Brent Faiyaz,JACKIE BROWN,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",3596060,83,169.013,2022-07-08,0.726,0.353,0.105,0.65,0.002,0.224,0.503,137.66,hip hop
Brent Faiyaz,ALL MINE,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",3596060,82,216.062,2022-07-08,0.617,0.378,0.0315,0.428,9.16e-05,0.11,0.22,141.967,hip hop
Brent Faiyaz,Clouded,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",3596060,81,110.128,2020-02-07,0.583,0.344,0.0559,0.774,0.0,0.143,0.581,65.203,hip hop
Brent Faiyaz,Trust,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",3596060,79,158.42,2018-10-19,0.764,0.394,0.152,0.231,9.37e-05,0.117,0.465,92.009,hip hop
Brent Faiyaz,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",3596060,76,588.139,2021-06-25,0.468,0.652,0.0722,0.333,0.000318,0.55,0.39,140.223,hip hop
Brent Faiyaz,Poison,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",3596060,78,212.992,2016-08-03,0.689,0.394,0.065,0.711,0.000905,0.0859,0.382,117.489,hip hop
Brent Faiyaz,DEAD MAN WALKING,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",3596060,73,247.079,2022-07-08,0.51,0.272,0.0557,0.303,0.0,0.0958,0.435,143.984,hip hop
Brent Faiyaz,"GRAVITY (FEAT. TYLER, THE CREATOR)","['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",3596060,73,214.692,2022-07-08,0.541,0.619,0.254,0.167,0.00633,0.144,0.491,163.908,hip hop
Brent Faiyaz,Rehab (Winter In Paris),"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",3596060,75,180.303,2020-02-07,0.549,0.242,0.038,0.809,8.1e-05,0.127,0.286,144.211,hip hop
Brent Faiyaz,lost souls (with Brent Faiyaz),"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",3596060,74,269.727,2021-09-22,0.649,0.347,0.404,0.485,3.24e-05,0.154,0.176,169.994,hip hop
Lil Peep,Star Shopping,"['emo rap', 'lgbtq+ hip hop']",9852033,85,142.0,2015,0.538,0.471,0.0955,0.0946,0.0185,0.116,0.307,93.07,hip hop
Lil Peep,nuts,"['emo rap', 'lgbtq+ hip hop']",9852033,81,85.36,2022-12-02,0.51,0.739,0.0415,0.00872,0.0,0.111,0.148,62.007,hip hop
Lil Peep,Falling Down - Bonus Track,"['emo rap', 'lgbtq+ hip hop']",9852033,80,196.4,2018-11-09,0.669,0.574,0.0286,0.0175,0.00294,0.146,0.273,120.013,hip hop
Lil Peep,white tee,"['emo rap', 'lgbtq+ hip hop']",9852033,78,132.226,2016,0.8,0.526,0.0416,0.285,0.0,0.0717,0.729,149.991,hip hop
Lil Peep,Save That Shit,"['emo rap', 'lgbtq+ hip hop']",9852033,78,231.546,2017-08-15,0.534,0.583,0.0288,0.0262,0.0,0.421,0.145,106.0,hip hop
Lil Peep,your favorite dress,"['emo rap', 'lgbtq+ hip hop']",9852033,76,177.386,2021-07-02,0.494,0.628,0.0541,0.0814,0.0,0.111,0.101,129.966,hip hop
Lil Peep,beamer boy,"['emo rap', 'lgbtq+ hip hop']",9852033,76,203.373,2017-06-08,0.743,0.731,0.103,0.0492,1.9e-05,0.226,0.337,123.989,hip hop
Lil Peep,witchblades,"['emo rap', 'lgbtq+ hip hop']",9852033,75,149.36,2021-07-02,0.634,0.54,0.0777,0.0223,0.0,0.302,0.543,143.968,hip hop
Lil Peep,ghost boy,"['emo rap', 'lgbtq+ hip hop']",9852033,73,130.973,2015-09-18,0.662,0.586,0.0251,0.0325,0.00418,0.153,0.0724,107.993,hip hop
Lil Peep,Life is Beautiful,"['emo rap', 'lgbtq+ hip hop']",9852033,72,207.586,2018-11-09,0.533,0.638,0.0636,0.0385,0.000932,0.0758,0.324,135.056,hip hop
A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),"['east coast hip hop', 'hip hop', 'rap', 'trap']",12047047,81,205.04,2018-05-25,0.854,0.569,0.106,0.0609,0.0816,0.1,0.294,80.015,hip hop
A$AP Rocky,Sundress,"['east coast hip hop', 'hip hop', 'rap', 'trap']",12047047,78,158.205,2018-11-20,0.721,0.707,0.0595,0.181,3.68e-06,0.143,0.743,125.005,hip hop
A$AP Rocky,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)","['east coast hip hop', 'hip hop', 'rap', 'trap']",12047047,76,260.986,2015-05-26,0.394,0.661,0.192,0.00996,0.0,0.343,0.335,149.818,hip hop
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","['east coast hip hop', 'hip hop', 'rap', 'trap']",12047047,76,233.786,2013,0.853,0.693,0.275,0.0239,0.0,0.11,0.662,95.967,hip hop
A$AP Rocky,Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff),"['east coast hip hop', 'hip hop', 'rap', 'trap']",12047047,75,189.426,2022-12-02,0.491,0.77,0.308,0.112,0.0,0.319,0.37,177.977,hip hop
A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta) - Durdenhauer Edit,"['east coast hip hop', 'hip hop', 'rap', 'trap']",12047047,75,163.515,2022-11-18,0.803,0.889,0.0439,0.189,0.653,0.13,0.876,147.983,hip hop
A$AP Rocky,WHARF TALK (feat. A$AP Rocky),"['east coast hip hop', 'hip hop', 'rap', 'trap']",12047047,75,204.109,2023-03-31,0.788,0.744,0.069,0.189,5.74e-05,0.196,0.681,96.445,hip hop
A$AP Rocky,L$D,"['east coast hip hop', 'hip hop', 'rap', 'trap']",12047047,73,238.306,2015-05-26,0.598,0.252,0.0644,0.194,0.133,0.0992,0.0352,120.064,hip hop
A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),"['east coast hip hop', 'hip hop', 'rap', 'trap']",12047047,72,126.96,2015-05-26,0.485,0.72,0.127,0.0123,0.0,0.0546,0.0471,207.982,hip hop
A$AP Rocky,Potato Salad,"['east coast hip hop', 'hip hop', 'rap', 'trap']",12047047,72,182.493,2018-09-28,0.538,0.612,0.424,0.308,0.0,0.213,0.684,168.197,hip hop
Kid Cudi,Memories (feat. Kid Cudi),"['hip hop', 'ohio hip hop', 'rap']",6400640,51,209.226,2010-11-22,0.561,0.852,0.251,0.00145,5.92e-06,0.274,0.402,129.971,hip hop
Kid Cudi,Pursuit Of Happiness (Nightmare),"['hip hop', 'ohio hip hop', 'rap']",6400640,70,295.293,2009-01-01,0.63,0.605,0.0414,0.484,9.29e-05,0.298,0.266,115.277,hip hop
Kid Cudi,Day 'N' Nite (nightmare),"['hip hop', 'ohio hip hop', 'rap']",6400640,72,221.24,2009-01-01,0.881,0.441,0.0646,0.48,9.08e-06,0.119,0.804,138.014,hip hop
Kid Cudi,Mr. Rager,"['hip hop', 'ohio hip hop', 'rap']",6400640,72,294.213,2010-01-01,0.675,0.734,0.0265,0.38,0.895,0.141,0.533,101.998,hip hop
Kid Cudi,THE SCOTTS,"['hip hop', 'ohio hip hop', 'rap']",6400640,75,165.977,2020-04-24,0.716,0.537,0.0514,0.233,0.0,0.157,0.28,129.979,hip hop
Kid Cudi,Pursuit Of Happiness - Extended Steve Aoki Remix,"['hip hop', 'ohio hip hop', 'rap']",6400640,74,373.626,2012-01-01,0.722,0.687,0.0556,0.00949,0.00413,0.0462,0.619,128.013,hip hop
Kid Cudi,Soundtrack 2 My Life,"['hip hop', 'ohio hip hop', 'rap']",6400640,67,235.626,2009-01-01,0.464,0.754,0.128,0.465,1.57e-05,0.37,0.444,86.501,hip hop
Kid Cudi,Tequila Shots,"['hip hop', 'ohio hip hop', 'rap']",6400640,71,193.293,2020-12-11,0.712,0.556,0.0531,0.084,5.04e-05,0.527,0.22,90.494,hip hop
Kid Cudi,Erase Me - Main,"['hip hop', 'ohio hip hop', 'rap']",6400640,70,192.253,2010-11-09,0.687,0.631,0.129,0.063,0.0,0.108,0.853,186.071,hip hop
Kid Cudi,Day 'N' Nite - Crookers Remix,"['hip hop', 'ohio hip hop', 'rap']",6400640,57,281.08,2009-01-01,0.751,0.641,0.0461,0.0299,0.0626,0.0557,0.965,129.993,hip hop
NLE Choppa,SLUT ME OUT,['memphis hip hop'],5959073,83,123.672,2022-04-22,0.938,0.606,0.419,0.117,0.0,0.528,0.706,121.108,hip hop
NLE Choppa,DO IT AGAIN (feat. 2Rare),['memphis hip hop'],5959073,79,213.206,2022-10-07,0.806,0.64,0.317,0.0864,0.0,0.201,0.716,160.054,hip hop
NLE Choppa,Walk Em Down (feat. Roddy Ricch),['memphis hip hop'],5959073,74,173.288,2020-08-10,0.867,0.744,0.227,0.268,0.0,0.0713,0.645,84.005,hip hop
NLE Choppa,Shotta Flow (feat. Blueface) [Remix],['memphis hip hop'],5959073,73,176.631,2019-12-23,0.894,0.511,0.421,0.0251,0.0,0.14,0.567,120.077,hip hop
NLE Choppa,Capo,['memphis hip hop'],5959073,77,192.2,2022-01-13,0.614,0.953,0.0688,0.119,0.0,0.331,0.593,154.969,hip hop
NLE Choppa,Camelot,['memphis hip hop'],5959073,73,148.759,2020-08-10,0.787,0.713,0.401,0.0849,0.0,0.717,0.761,175.046,hip hop
NLE Choppa,AIN'T GONNA ANSWER,['memphis hip hop'],5959073,73,187.453,2023-03-23,0.879,0.875,0.18,0.0808,0.0,0.327,0.763,95.021,hip hop
NLE Choppa,Self Esteem (featuring NLE Choppa),['memphis hip hop'],5959073,61,169.5,2023-02-10,0.366,0.699,0.0564,0.0135,0.0,0.135,0.062,97.201,hip hop
NLE Choppa,Final Warning,['memphis hip hop'],5959073,70,156.894,2021-04-30,0.847,0.912,0.257,0.0781,0.0,0.142,0.88,81.486,hip hop
NLE Choppa,23,['memphis hip hop'],5959073,70,260.53,2023-01-20,0.852,0.487,0.204,0.00424,2.18e-06,0.201,0.256,120.013,hip hop
DaBaby,Levitating (feat. DaBaby),"['north carolina hip hop', 'rap', 'trap']",10676141,84,203.064,2020-03-27,0.702,0.825,0.0601,0.00883,0.0,0.0674,0.915,102.977,hip hop
DaBaby,ROCKSTAR (feat. Roddy Ricch),"['north carolina hip hop', 'rap', 'trap']",10676141,78,181.733,2020-04-17,0.746,0.69,0.164,0.247,0.0,0.101,0.497,89.977,hip hop
DaBaby,Baby (Lil Baby feat. DaBaby),"['north carolina hip hop', 'rap', 'trap']",10676141,76,142.417,2019-08-16,0.97,0.463,0.366,0.0957,0.0,0.151,0.46,108.003,hip hop
DaBaby,BOP,"['north carolina hip hop', 'rap', 'trap']",10676141,75,159.714,2019-09-27,0.769,0.787,0.367,0.189,0.0,0.129,0.836,126.77,hip hop
DaBaby,Ball If I Want To,"['north carolina hip hop', 'rap', 'trap']",10676141,72,112.546,2021-06-18,0.902,0.669,0.457,0.161,0.0,0.0728,0.628,139.949,hip hop
DaBaby,Suge,"['north carolina hip hop', 'rap', 'trap']",10676141,71,163.32,2019-03-01,0.876,0.662,0.426,0.0608,0.0,0.127,0.844,75.445,hip hop
DaBaby,Bestie,"['north carolina hip hop', 'rap', 'trap']",10676141,70,111.97,2022-03-04,0.807,0.625,0.351,0.0741,0.0,0.487,0.871,146.031,hip hop
DaBaby,VIBEZ,"['north carolina hip hop', 'rap', 'trap']",10676141,69,144.935,2019-09-27,0.768,0.652,0.307,0.113,0.0,0.107,0.777,154.187,hip hop
DaBaby,Masterpiece,"['north carolina hip hop', 'rap', 'trap']",10676141,69,181.714,2021-01-15,0.781,0.726,0.0836,0.0299,0.0,0.093,0.436,139.988,hip hop
DaBaby,TOES (feat. Lil Baby & Moneybagg Yo),"['north carolina hip hop', 'rap', 'trap']",10676141,68,136.366,2019-09-27,0.816,0.582,0.341,0.0794,5.84e-06,0.0916,0.542,160.004,hip hop
Key Glock,Ambition For Cash,"['hip hop', 'memphis hip hop', 'rap', 'tennessee hip hop', 'trap']",1530304,76,143.48,2021-11-05,0.841,0.732,0.19,0.0115,2.18e-05,0.136,0.576,149.012,hip hop
Key Glock,Dirt,"['hip hop', 'memphis hip hop', 'rap', 'tennessee hip hop', 'trap']",1530304,67,199.293,2023-02-24,0.784,0.477,0.0628,0.002,4.49e-06,0.285,0.257,124.988,hip hop
Key Glock,Mr. Glock,"['hip hop', 'memphis hip hop', 'rap', 'tennessee hip hop', 'trap']",1530304,71,146.88,2020-01-31,0.804,0.946,0.352,0.002,0.0,0.359,0.745,150.141,hip hop
